Wavelength;Counts
442;0.008202279923730476
443;0.010404535903252576
444;0.010254722571312304
445;0.0112897419267343
446;0.012412590481257679
447;0.010747727221096811
448;0.010536811120567079
449;0.009947800032800597
450;0.011842309485205385
451;0.012341089707860485
452;0.010697030746606023
453;0.012324539292148764
454;0.013267757108296125
455;0.011186013486004263
456;0.010511277902259938
457;0.01108437062318395
458;0.010613593407280953
459;0.010117184214639273
460;0.012555111738143398
461;0.015641359577791378
462;0.023682366447968183
463;0.039998878900804766
464;0.08257964526671387
465;0.14537105303038436
466;0.26085526585150554
467;0.4242576889626262
468;0.6364711869661075
469;0.839484340800113
470;0.9528298888528274
471;0.9930563055501256
472;0.9898502716988686
473;0.9980952596528417
474;0.938296125738339
475;0.8662442423352038
476;0.825990718180144
477;0.7315886081175788
478;0.6793148540067911
479;0.6913182603567415
480;0.7023037193811029
481;0.6748082182277844
482;0.6001705544616097
483;0.501398638422755
484;0.3848475023747854
485;0.30852884238955713
486;0.2545149384204509
487;0.207230036614908
488;0.16823266204944948
489;0.1380857737679786
490;0.11318990504468046
491;0.09677816280056097
492;0.08670374429741627
493;0.0763256990828498
494;0.06249770831193051
495;0.058080674825336534
496;0.05192718688697509
497;0.04266851940030847
498;0.036792568930830785
499;0.0320226180507267
500;0.03049910923873825
501;0.027285711619589224
502;0.027764522329667033
503;0.025965265244451557
504;0.027329351373762717
505;0.025699915052430484
506;0.0244406130324004
507;0.025290365945304788
508;0.025053811880902527
509;0.023518327088745326
510;0.021268931096986705
511;0.022538374647858968
512;0.02154111316708824
513;0.020328795840141037
514;0.020679552542797346
515;0.022847810779452016
516;0.023314621122803473
517;0.02307025280132113
518;0.024992964228922925
519;0.026167298879729253
520;0.026071932257846986
521;0.026840210233786136
522;0.02665656230902786
523;0.028513973607365944
524;0.027604974632771714
525;0.026546257235008374
526;0.028480573600033463
527;0.02906907636455317
528;0.02815939065214443
529;0.025874812784060522
530;0.02690592742515145
531;0.025457030429952565
532;0.02474728976988542
533;0.02304784478568785
534;0.023498221114833406
535;0.02385852217814878
536;0.022988855786236353
537;0.02296638378644533
538;0.023743914979215387
539;0.021988851795534975
540;0.020656262207926185
541;0.018942023157199485
542;0.016809055843699742
543;0.016665796845031753
544;0.014737886529624853
545;0.014870845861722335
546;0.014704553063268597
547;0.013544997874050795
548;0.012001171488406194
549;0.012055291554569626
550;0.01186989755629354
551;0.010758469899961527
552;0.00961520691059221
553;0.010879256898838459
554;0.01062551056786459
555;0.009002283116291553
556;0.008633742319718496
557;0.009005653916260256
558;0.008752843918610998
559;0.006831487936476892
560;0.005691970280406115
561;0.005280919950894986
562;0.005294403150769561
563;0.0030927089712420204
564;0.001849445582802824
565;0.0015213543858535795
566;0.0012314655885490968
567;0.0005191031951730541
568;0.0
